name,type,square,direction,furnish,totalprice,unitprice,floortype,floors,year,structure,dealdate,other
花家地西里三区,2室1厅,82平米,南 北 , 简装,412,50183,高楼层,共6层,1999年,板楼,2016.08.17,/满五年唯一/花家地实验小学/距13号线望京西969米
n次方,1室1厅,68平米,南 , 精装,221,32267,低楼层,共18层,2014年,塔楼,2016.08.17,
南湖中园二区,3室1厅,83平米,南 北 , 简装,495,59639,中楼层,共7层,2000年,板楼,2016.08.17,/满五年唯一/南湖中园小学/距13号线望京西764米
团结湖北头条,2室1厅,52平米,南 , 精装,310,59615,低楼层,共6层,1981年,板楼,2016.08.17,/满五年唯一/距10号线团结湖87米
沿海赛洛城,1室0厅,49平米,北 , 精装,228.5,46671,中楼层,共14层,2007年,板楼,2016.08.17,/房本满两年/距7号线百子湾726米
慧忠北里第三社区,2室1厅,76平米,东南 , 精装,425,55921,低楼层,共25层,1997年,塔楼,2016.08.17,/满五年唯一/距15号线安立路237米
京棉新城,2室1厅,74平米,东北 , 精装,324,43572,中楼层,共32层,2006年,塔楼,2016.08.17,/距6号线十里堡474米
柳芳北街9号院,3室1厅,89平米,南 西 北 , 简装,445,50000,高楼层,共21层,1997年,塔楼,2016.08.17,/满五年唯一/距13号线柳芳264米
烟厂宿舍,2室1厅,61平米,南 北 , 简装,256,41967,中楼层,共6层,1986年,板楼,2016.08.17,/房本满两年/朝阳实验二小管庄校区/距八通线双桥622米
广顺园,3室2厅,128平米,东 , 简装,558,43509,中楼层,共22层,2001年,塔楼,2016.08.17,/房本满两年/垂杨柳中心小学/距14号线 东段方庄359米
晶都国际,2室2厅,98平米,东南 , 精装,565,57565,中楼层,共20层,2006年,板塔结合,2016.08.17,/距14号线 东段将台502米
东岸,2室2厅,98平米,南 , 精装,512,52266,高楼层,共21层,2008年,板塔结合,2016.08.17,/房本满两年/距6号线十里堡260米
京贸国际公寓,3室2厅,121平米,西 , 精装,347,28562,高楼层,共24层,2004年,塔楼,2016.08.17,/房本满两年/距八通线八里桥196米
芍药居北里,2室1厅,65平米,北 , 精装,465,71837,低楼层,共14层,1998年,塔楼,2016.08.17,/满五年唯一/人大附中朝阳学校/距13号线芍药居813米
和平街十五区1号院,2室1厅,62平米,东 西 , 精装,343.5,55394,低楼层,共14层,1988年,板塔结合,2016.08.17,/和平街中心小学/距13号线光熙门420米
百环家园,1室1厅,60平米,北 , 精装,270,45000,中楼层,共27层,2005年,塔楼,2016.08.17,/满五年唯一/距10号线双井236米
雅宝里,2室1厅,58平米,东 西 , 简装,300,51724,高楼层,共6层,1993年,板楼,2016.08.17,/房本满两年/芳草地民族校区/距2号线朝阳门818米
垡头西里一区,2室1厅,61平米,南 北 , 精装,217,35750,高楼层,共6层,1984年,板楼,2016.08.17,/距7号线欢乐谷景区943米
芍药居5号院,2室1厅,57平米,南 北 , 精装,417,73675,中楼层,共5层,1996年,板楼,2016.08.17,/满五年唯一/人大附中朝阳学校/距13号线芍药居529米
华腾园,2室2厅,90平米,东南 , 精装,518,57851,低楼层,共28层,2000年,塔楼,2016.08.17,/房本满两年/距10号线劲松352米
壹线国际,1室1厅,49平米,东 , 精装,271,55796,低楼层,共9层,2008年,板楼,2016.08.17,/满五年唯一
爱这城二期,2室1厅,120平米,南 北 , 精装,730,61073,低楼层,共14层,2008年,板塔结合,2016.08.17,/房本满两年/距1号线四惠东862米
润枫嘉尚,1室0厅,46平米,西 , 精装,181,39322,高楼层,共17层,2009年,塔楼,2016.08.17,/房本满两年/距6号线十里堡104米
农光东里,2室1厅,62平米,东南 , 简装,282,45301,中楼层,共18层,1994年,塔楼,2016.08.17,/满五年唯一/距10号线劲松576米
安贞西里,2室1厅,61平米,东 西 , 简装,358,58583,中楼层,共6层,1985年,板楼,2016.08.17,/满五年唯一/距8号线北土城370米
长楹天街,4室2厅,193平米,东 南 北 , 精装,1111,57449,低楼层,共18层,2013年,板楼,2016.08.17,/距6号线常营52米
世茂工三,1室1厅,103平米,东 , 其他,550,53398,中楼层,共25层,2010年,板楼,2016.08.17,/距10号线团结湖1002米
吕营嘉园,2室1厅,89平米,南 北 , 精装,327,36899,高楼层,共6层,2005年,板楼,2016.08.17,/满五年唯一
红庙北里,3室0厅,75平米,西北 , 简装,327,43554,高楼层,共16层,1985年,塔楼,2016.08.17,/房本满两年/距6号线金台路204米
东柳西里,1室1厅,40平米,南 , 其他,143.99,35801,中楼层,共5层,1990年,板楼,2016.08.17,/朝阳实验二小双桥校区/距八通线双桥1036米
雅成一里,2室1厅,74平米,南 北 , 简装,340,45946,高楼层,共6层,2000年,板楼,2016.08.17,/满五年唯一/距6号线青年路463米
首都机场南路西里,2室1厅,59平米,南 北 , 其他,154,25926,中楼层,共5层,1985年,板楼,2016.08.17,
砖角楼南里,3室1厅,73平米,南 北 , 简装,400,54720,中楼层,共6层,1993年,板楼,2016.08.17,/和平街中心小学/距13号线柳芳511米
飘HOME,1室1厅,59平米,北 , 精装,307,52318,高楼层,共25层,2004年,塔楼,2016.08.17,/满五年唯一/距14号线 东段将台193米
澳林春天三期,2室2厅,121平米,南 北 , 精装,845,69904,中楼层,共7层,2003年,板楼,2016.08.17,/北师大朝阳附小/距8号线林萃桥1015米
垡头西里一区,2室1厅,61平米,南 北 , 简装,203,33197,高楼层,共6层,1985年,板楼,2016.08.17,/房本满两年/距7号线欢乐谷景区943米
CBD传奇,1室1厅,46平米,南 , 其他,285,62078,低楼层,共20层,2008年,板塔结合,2016.08.17,/距7号线九龙山625米
拂林园,2室1厅,125平米,南 西 北 , 简装,595,47467,中楼层,共30层,2004年,塔楼,2016.08.17,/满五年唯一/距5号线北苑路北196米
甘露西园,1室1厅,52平米,西南 , 精装,239,45891,中楼层,共14层,2000年,板塔结合,2016.08.17,/房本满两年/距6号线十里堡917米
富顿,1室0厅,38平米,北 , 简装,178,46318,中楼层,共16层,2003年,塔楼,2016.08.17,/房本满两年/距10号线劲松44米
幸福二村,2室1厅,54平米,南 , 简装,333,61213,中楼层,共5层,1984年,板楼,2016.08.17,/满五年唯一/朝阳实验小学/距2号线东直门960米
惠新西街小区,3室1厅,71平米,南 西 北 , 精装,418,58998,中楼层,共18层,1987年,塔楼,2016.08.17,/满五年唯一/距5号线惠新西街北口58米
北苑家园清友园,2室2厅,95平米,南 西 , 精装,435,45905,低楼层,共25层,2003年,塔楼,2016.08.17,/满五年唯一/和平街一中/距13号线北苑807米
盛世嘉园,2室2厅,128平米,南 西 , 简装,658,51555,高楼层,共18层,2000年,塔楼,2016.08.17,/房本满两年/距1号线大望路326米
西坝河北里,2室1厅,62平米,东南 , 精装,383,62175,中楼层,共20层,1992年,塔楼,2016.08.17,/满五年唯一/朝师附小太阳宫校区/距13号线光熙门600米
力源里,2室1厅,76平米,东 西 北 , 精装,330,43421,高楼层,共24层,1996年,塔楼,2016.08.17,/房本满两年/距1号线四惠278米
嘉铭桐城D区,3室2厅,155平米,南 北 , 精装,1236,79506,中楼层,共15层,2005年,板楼,2016.08.17,/满五年唯一/陈经纶中学嘉铭分校/距15号线关庄395米
八里庄南里,1室1厅,48平米,西北 , 精装,219,45436,高楼层,共18层,1989年,塔楼,2016.08.17,/房本满两年/距6号线十里堡175米
康斯丹郡,2室2厅,138平米,南 北 , 精装,723.9,52457,中楼层,共9层,2004年,板塔结合,2016.08.17,
九龙花园,2室1厅,104平米,西 , 精装,481,46104,高楼层,共22层,2001年,塔楼,2016.08.17,/满五年唯一/距7号线九龙山617米
国美第一城3号院,2室1厅,99平米,南 , 简装,496,50238,低楼层,共28层,2007年,板塔结合,2016.08.17,/满五年唯一/距6号线青年路1127米
北苑家园望春园,2室1厅,99平米,东北 , 简装,450,45648,中楼层,共25层,2008年,塔楼,2016.08.17,/满五年唯一/和平街一中/距5号线立水桥南677米
汇鸿家园,2室2厅,71平米,西南 , 精装,315.6,44526,中楼层,共9层,2005年,板塔结合,2016.08.17,/房本满两年/距6号线常营1072米
关东店北街,3室1厅,68平米,东北 , 简装,405,59902,低楼层,共15层,1984年,塔楼,2016.08.17,/房本满两年/呼家楼中心小学/距6号线呼家楼31米
翠成馨园,2室2厅,124平米,南 北 , 精装,370,29793,中楼层,共28层,2009年,塔楼,2016.08.17,/满五年唯一/距7号线欢乐谷景区1161米
格纳斯,1室0厅,49平米,南 , 精装,180,36840,高楼层,共7层,2006年,板楼,2016.08.17,/房本满两年/距10号线亮马桥949米
美利山,1室1厅,52平米,南 , 精装,290,55684,中楼层,共22层,2009年,板楼,2016.08.17,/距7号线百子湾842米
八里庄北里小区,2室1厅,59平米,南 北 , 简装,300,50727,中楼层,共5层,1994年,板楼,2016.08.17,/满五年唯一/距6号线十里堡325米
松榆西里,1室1厅,51平米,东 北 , 精装,227,44942,低楼层,共18层,1988年,塔楼,2016.08.17,/垂杨柳中心小学/距10号线潘家园262米
团结湖北三条,1室1厅,38平米,南 , 简装,210,55911,低楼层,共6层,1979年,板楼,2016.08.17,/房本满两年/距10号线团结湖527米
鼓楼外大街,3室1厅,82平米,南 , 简装,486,58945,中楼层,共16层,1992年,板楼,2016.08.17,/距8号线北土城219米
朝庭公寓,3室2厅,139平米,南 北 , 其他,860,61835,中楼层,共27层,2008年,板塔结合,2016.08.17,/满五年唯一/南湖中园小学/距14号线 东段望京南342米
松榆西里,2室1厅,67平米,东北 , 简装,290,43609,高楼层,共20层,1985年,塔楼,2016.08.17,/房本满两年/垂杨柳中心小学/距10号线潘家园328米
青年汇佳园,2室1厅,81平米,东 北 , 精装,465,57407,低楼层,共16层,2008年,板楼,2016.08.17,/满五年唯一/距6号线青年路147米
首开常青藤一期,3室1厅,96平米,南 北 , 精装,555,58067,高楼层,共9层,2009年,板楼,2016.08.17,/满五年唯一/奥林匹克花园小学
远洋天地二期,2室2厅,116平米,南 西 , 精装,645,55398,中楼层,共31层,2002年,塔楼,2016.08.17,/满五年唯一/芳草地远洋小学/距1号线四惠354米
千鹤家园,3室2厅,130平米,西南 , 简装,855,66008,低楼层,共25层,2002年,塔楼,2016.08.17,/距5号线惠新西街北口239米
望京西园三区,2室1厅,100平米,南 , 简装,475,47386,低楼层,共28层,2000年,塔楼,2016.08.17,/房本满两年/望京实验学校/距15号线望京430米
时代国际嘉园,1室0厅,57平米,西 , 精装,379,66108,中楼层,共21层,2006年,板塔结合,2016.08.17,/满五年唯一/距10号线双井275米
金都杭城西区,5室2厅,281平米,西南 北 , 精装,1255,44724,高楼层,共17层,2007年,板塔结合,2016.08.17,/满五年唯一/距7号线百子湾674米
南湖中园二区,2室1厅,70平米,南 北 , 简装,383,54714,中楼层,共6层,2000年,板楼,2016.08.17,/满五年唯一/南湖中园小学/距13号线望京西649米
亮马名居,4室2厅,335平米,南 西 北 , 精装,1920,57380,高楼层,共29层,2002年,塔楼,2016.08.17,/满五年唯一/距14号线 东段枣营756米
胜古北里,1室1厅,33平米,南 , 简装,219,65984,低楼层,共5层,1979年,板楼,2016.08.17,/满五年唯一/距5号线惠新西街南口386米
阳光广场,3室2厅,184平米,东 南 西 , 简装,865,46993,中楼层,共30层,1996年,板塔结合,2016.08.17,/距15号线安立路456米
北京像素北区,2室1厅,51平米,南 , 简装,185,36540,低楼层,共17层,2011年,板塔结合,2016.08.17,/满五年唯一/距6号线草房371米
珠江帝景,3室2厅,162平米,南 , 精装,1100,67947,中楼层,共26层,2004年,塔楼,2016.08.17,/房本满两年/陈经纶帝景分校/距7号线九龙山451米
沿海赛洛城,1室0厅,49平米,北 , 精装,236.5,48305,高楼层,共14层,2007年,板楼,2016.08.17,/房本满两年/距7号线百子湾726米
北苑家园望春园,2室1厅,94平米,西南 , 精装,480,50928,高楼层,共25层,2008年,塔楼,2016.08.17,/满五年唯一/和平街一中/距5号线立水桥南630米
安贞西里,1室1厅,38平米,北 , 其他,235,61087,中楼层,共16层,1986年,塔楼,2016.08.17,/距8号线北土城192米
松榆东里,1室1厅,45平米,东 南 , 精装,197,43954,高楼层,共18层,1994年,塔楼,2016.08.17,/房本满两年/距14号线 东段北工大西门319米
朝庭公寓,2室1厅,109平米,西南 , 其他,658,60434,高楼层,共27层,2008年,板塔结合,2016.08.17,/南湖中园小学/距14号线 东段望京南342米
珠江帝景,2室2厅,138平米,南 , 精装,1035,75136,中楼层,共17层,2005年,板塔结合,2016.08.17,/满五年唯一/陈经纶帝景分校/距7号线九龙山328米
水碓子东里,2室1厅,60平米,南 北 , 精装,318.5,53083,高楼层,共6层,1985年,板楼,2016.08.17,/满五年唯一/距6号线金台路185米
慧忠里,1室1厅,48平米,东南 , 简装,340,70539,中楼层,共6层,1993年,板楼,2016.08.17,/满五年唯一/朝外小学部/距15号线安立路132米
弘善家园,1室1厅,43平米,南 , 简装,194,45487,高楼层,共28层,2009年,塔楼,2016.08.17,/距10号线十里河634米
富力又一城B区,1室0厅,25平米,东 , 其他,17.5,7000,地下室,共0层,2007年,,2016.08.17,/房本满两年
北京像素北区,2室1厅,50平米,东南 , 简装,183,36917,中楼层,共13层,2011年,板塔结合,2016.08.17,/满五年唯一/距6号线草房427米
百子湾家园三区,1室1厅,64平米,北 , 精装,284,44375,高楼层,共16层,2006年,塔楼,2016.08.17,/满五年唯一/距1号线四惠东1106米
金泰先锋北区,2室2厅,92平米,南 北 , 精装,586,63696,高楼层,共10层,2008年,板塔结合,2016.08.17,/距7号线百子湾355米
芍药居北里,1室1厅,56平米,西 北 , 简装,390,69358,中楼层,共24层,1998年,塔楼,2016.08.17,/满五年唯一/人大附中朝阳学校/距13号线芍药居949米
阳光100,4室2厅,173平米,西南 北 , 简装,850,49093,中楼层,共30层,2002年,塔楼,2016.08.17,/距1号线大望路450米
安苑北里,1室1厅,44平米,南 , 简装,271,62014,高楼层,共25层,1990年,塔楼,2016.08.17,/距5号线惠新西街北口396米
望京新城,2室2厅,103平米,南 , 精装,550,53466,高楼层,共20层,1997年,板塔结合,2016.08.17,/满五年唯一/白家庄小学望京校区/距15号线望京137米
北纬40度一期,2室2厅,92平米,南 北 , 精装,635,68790,低楼层,共29层,2008年,塔楼,2016.08.17,/满五年唯一/距14号线 东段来广营448米
松榆东里,1室1厅,41平米,东 , 毛坯,200,48780,中楼层,共6层,1992年,板楼,2016.08.17,/满五年唯一/距14号线 东段北工大西门470米
柏林爱乐二期,1室1厅,66平米,东 西 , 精装,304,46285,中楼层,共11层,2004年,板楼,2016.08.17,/房本满两年/距6号线常营841米
宏源公寓,3室2厅,109平米,西 , 精装,468,42783,未知楼层,共22层,2001年,塔楼,2016.08.17,/满五年唯一/距14号线 东段望京南646米
慧忠里,2室1厅,60平米,北 西南 , 其他,400,67159,高楼层,共6层,1993年,板楼,2016.08.17,/房本满两年/朝外小学部/距15号线安立路227米
北苑家园望春园,2室1厅,76平米,西南 北 , 精装,410,53665,高楼层,共25层,2008年,塔楼,2016.08.17,/满五年唯一/和平街一中/距5号线立水桥南648米
松榆东里,1室1厅,57平米,西南 , 简装,228,40063,低楼层,共18层,1996年,塔楼,2016.08.17,/房本满两年/距14号线 东段北工大西门307米
弘善家园,1室1厅,60平米,南 , 精装,256,42667,低楼层,共18层,2012年,板塔结合,2016.08.17,/距10号线十里河615米
红庙北里,2室1厅,58平米,东 西 , 简装,265,45769,中楼层,共7层,1990年,板楼,2016.08.17,/满五年唯一/距6号线金台路764米
天溪园,3室2厅,150平米,南 北 , 精装,730,48764,高楼层,共9层,2006年,板楼,2016.08.17,/房本满两年/距5号线北苑路北429米
CBD传奇,1室0厅,49平米,北 , 精装,252,51429,高楼层,共21层,2007年,板塔结合,2016.08.17,/房本满两年/距7号线九龙山840米
上东上层,2室1厅,100平米,东南 , 精装,406,40600,高楼层,共12层,2005年,板塔结合,2016.08.17,
珠江罗马嘉园东区,3室2厅,120平米,东南 , 精装,700,58149,中楼层,共22层,2008年,板塔结合,2016.08.17,/满五年唯一/距6号线青年路221米
芍药居北里,2室1厅,84平米,南 , 简装,628,74611,中楼层,共24层,1997年,塔楼,2016.08.17,/满五年唯一/人大附中朝阳学校/距13号线芍药居1187米
建工家园,1室1厅,55平米,南 北 , 简装,258.5,46610,高楼层,共23层,2008年,板塔结合,2016.08.17,/满五年唯一
华远九都汇,2室1厅,120平米,西 , 精装,518,43048,低楼层,共11层,2011年,板楼,2016.08.17,/距机场线三元桥764米
武圣东里,2室1厅,66平米,南 北 , 精装,250,37696,中楼层,共4层,1965年,板楼,2016.08.17,/垂杨柳中心小学/距14号线 东段北工大西门745米
